1,1,316.00,345.00,88.00,229.00,1.00,-1,-1,-1
1,2,183.00,314.00,42.00,177.00,1.00,-1,-1,-1
1,3,392.00,348.00,99.00,226.00,1.00,-1,-1,-1
1,4,221.00,326.00,28.00,169.00,1.00,-1,-1,-1
2,1,314.00,346.00,89.00,228.00,1.00,-1,-1,-1
2,3,389.00,346.00,124.00,228.00,1.00,-1,-1,-1
2,2,183.00,314.00,43.00,177.00,1.00,-1,-1,-1
3,1,313.00,342.00,91.00,233.00,1.00,-1,-1,-1
3,3,390.00,347.00,126.00,227.00,1.00,-1,-1,-1
3,2,184.00,313.00,42.00,178.00,1.00,-1,-1,-1
3,4,222.00,326.00,28.00,169.00,1.00,-1,-1,-1
4,1,311.00,337.00,93.00,237.00,1.00,-1,-1,-1
4,3,390.00,349.00,127.00,225.00,1.00,-1,-1,-1
4,2,185.00,313.00,42.00,178.00,1.00,-1,-1,-1
4,4,223.00,326.00,28.00,167.00,1.00,-1,-1,-1
5,1,306.00,338.00,96.00,237.00,1.00,-1,-1,-1
5,3,394.00,348.00,120.00,226.00,1.00,-1,-1,-1
5,2,185.00,313.00,42.00,177.00,1.00,-1,-1,-1
6,1,301.00,336.00,99.00,238.00,1.00,-1,-1,-1
6,3,399.00,348.00,107.00,226.00,1.00,-1,-1,-1
6,2,186.00,313.00,41.00,177.00,1.00,-1,-1,-1
7,1,298.00,336.00,101.00,239.00,1.00,-1,-1,-1
7,3,402.00,348.00,103.00,226.00,1.00,-1,-1,-1
7,2,187.00,313.00,41.00,177.00,1.00,-1,-1,-1
8,1,296.00,336.00,105.00,239.00,1.00,-1,-1,-1
8,3,401.00,348.00,107.00,226.00,1.00,-1,-1,-1
8,2,187.00,313.00,41.00,177.00,1.00,-1,-1,-1
9,1,293.00,336.00,110.00,238.00,1.00,-1,-1,-1
9,3,406.00,349.00,109.00,225.00,1.00,-1,-1,-1
9,2,188.00,313.00,40.00,177.00,1.00,-1,-1,-1
10,1,290.00,337.00,111.00,237.00,1.00,-1,-1,-1
10,3,404.00,347.00,110.00,226.00,1.00,-1,-1,-1
10,2,188.00,313.00,40.00,177.00,1.00,-1,-1,-1
11,1,288.00,337.00,108.00,237.00,1.00,-1,-1,-1
11,3,400.00,348.00,114.00,226.00,1.00,-1,-1,-1
11,2,189.00,313.00,40.00,178.00,1.00,-1,-1,-1
11,4,226.00,327.00,27.00,165.00,1.00,-1,-1,-1
12,3,400.00,349.00,118.00,225.00,1.00,-1,-1,-1
12,1,285.00,337.00,108.00,237.00,1.00,-1,-1,-1
12,2,189.00,313.00,40.00,178.00,1.00,-1,-1,-1
12,4,226.00,327.00,28.00,165.00,1.00,-1,-1,-1
13,3,401.00,350.00,121.00,223.00,1.00,-1,-1,-1
13,1,283.00,337.00,120.00,237.00,1.00,-1,-1,-1
13,2,190.00,313.00,39.00,177.00,1.00,-1,-1,-1
13,4,226.00,327.00,29.00,166.00,1.00,-1,-1,-1
14,1,282.00,337.00,121.00,236.00,1.00,-1,-1,-1
14,3,410.00,348.00,111.00,225.00,1.00,-1,-1,-1
14,2,190.00,313.00,40.00,177.00,1.00,-1,-1,-1
15,3,409.00,343.00,114.00,230.00,1.00,-1,-1,-1
15,1,282.00,339.00,119.00,235.00,1.00,-1,-1,-1
15,2,190.00,313.00,40.00,177.00,1.00,-1,-1,-1
16,3,411.00,342.00,115.00,232.00,1.00,-1,-1,-1
16,1,280.00,339.00,118.00,235.00,1.00,-1,-1,-1
16,2,191.00,313.00,40.00,177.00,1.00,-1,-1,-1
17,3,417.00,342.00,110.00,232.00,1.00,-1,-1,-1
17,1,280.00,339.00,118.00,234.00,1.00,-1,-1,-1
17,2,191.00,313.00,40.00,177.00,1.00,-1,-1,-1
18,1,279.00,340.00,123.00,234.00,1.00,-1,-1,-1
18,3,426.00,342.00,103.00,232.00,1.00,-1,-1,-1
18,2,191.00,313.00,41.00,177.00,1.00,-1,-1,-1
19,1,279.00,338.00,122.00,235.00,1.00,-1,-1,-1
19,3,430.00,343.00,101.00,231.00,1.00,-1,-1,-1
19,2,191.00,314.00,40.00,175.00,1.00,-1,-1,-1
20,1,279.00,334.00,121.00,239.00,1.00,-1,-1,-1
20,3,433.00,344.00,104.00,231.00,1.00,-1,-1,-1
20,2,192.00,314.00,39.00,175.00,1.00,-1,-1,-1
21,1,279.00,328.00,123.00,246.00,1.00,-1,-1,-1
21,3,434.00,346.00,107.00,229.00,1.00,-1,-1,-1
21,2,193.00,314.00,39.00,175.00,1.00,-1,-1,-1
22,1,280.00,329.00,124.00,244.00,1.00,-1,-1,-1
22,3,438.00,348.00,105.00,226.00,1.00,-1,-1,-1
22,2,193.00,314.00,39.00,175.00,1.00,-1,-1,-1
22,4,231.00,327.00,30.00,166.00,1.00,-1,-1,-1
23,1,281.00,330.00,123.00,242.00,1.00,-1,-1,-1
23,3,444.00,348.00,103.00,226.00,1.00,-1,-1,-1
23,2,194.00,314.00,38.00,174.00,1.00,-1,-1,-1
23,4,232.00,327.00,29.00,167.00,1.00,-1,-1,-1
24,1,282.00,332.00,121.00,241.00,1.00,-1,-1,-1
24,3,447.00,350.00,104.00,223.00,1.00,-1,-1,-1
24,2,194.00,314.00,39.00,174.00,1.00,-1,-1,-1
24,4,232.00,327.00,30.00,166.00,1.00,-1,-1,-1
25,1,281.00,332.00,120.00,240.00,1.00,-1,-1,-1
25,3,451.00,352.00,106.00,221.00,1.00,-1,-1,-1
25,2,195.00,313.00,40.00,178.00,1.00,-1,-1,-1
25,4,232.00,327.00,30.00,166.00,1.00,-1,-1,-1
26,1,282.00,331.00,122.00,241.00,1.00,-1,-1,-1
26,3,452.00,352.00,109.00,222.00,1.00,-1,-1,-1
26,2,195.00,314.00,40.00,177.00,1.00,-1,-1,-1
26,4,232.00,328.00,30.00,165.00,1.00,-1,-1,-1
27,1,283.00,330.00,126.00,242.00,1.00,-1,-1,-1
27,3,454.00,352.00,111.00,223.00,1.00,-1,-1,-1
27,2,196.00,314.00,40.00,177.00,1.00,-1,-1,-1
27,4,232.00,328.00,30.00,165.00,1.00,-1,-1,-1
28,1,283.00,330.00,132.00,241.00,1.00,-1,-1,-1
28,3,452.00,351.00,121.00,224.00,1.00,-1,-1,-1
28,2,196.00,314.00,41.00,177.00,1.00,-1,-1,-1
28,4,232.00,328.00,30.00,166.00,1.00,-1,-1,-1
29,1,282.00,326.00,135.00,246.00,1.00,-1,-1,-1
29,3,452.00,350.00,126.00,224.00,1.00,-1,-1,-1
29,2,197.00,315.00,41.00,176.00,1.00,-1,-1,-1
29,5,401.00,378.00,53.00,150.00,1.00,-1,-1,-1
29,4,233.00,329.00,29.00,166.00,1.00,-1,-1,-1
30,1,283.00,337.00,134.00,236.00,1.00,-1,-1,-1
30,3,453.00,351.00,130.00,224.00,1.00,-1,-1,-1
30,2,196.00,316.00,40.00,172.00,1.00,-1,-1,-1
30,5,403.00,376.00,53.00,152.00,1.00,-1,-1,-1
30,4,232.00,329.00,29.00,162.00,1.00,-1,-1,-1
31,3,457.00,347.00,132.00,227.00,1.00,-1,-1,-1
31,1,283.00,338.00,134.00,235.00,1.00,-1,-1,-1
31,2,197.00,316.00,40.00,173.00,1.00,-1,-1,-1
31,4,233.00,328.00,29.00,168.00,1.00,-1,-1,-1
31,5,405.00,376.00,51.00,151.00,1.00,-1,-1,-1
32,3,459.00,348.00,135.00,226.00,1.00,-1,-1,-1
32,1,282.00,340.00,137.00,233.00,1.00,-1,-1,-1
32,2,197.00,317.00,40.00,172.00,1.00,-1,-1,-1
32,4,234.00,329.00,28.00,167.00,1.00,-1,-1,-1
32,5,405.00,377.00,52.00,152.00,1.00,-1,-1,-1
33,1,283.00,340.00,136.00,233.00,1.00,-1,-1,-1
33,3,466.00,345.00,130.00,229.00,1.00,-1,-1,-1
33,2,198.00,317.00,40.00,174.00,1.00,-1,-1,-1
33,4,234.00,329.00,29.00,167.00,1.00,-1,-1,-1
34,3,472.00,343.00,128.00,231.00,1.00,-1,-1,-1
34,1,280.00,343.00,140.00,230.00,1.00,-1,-1,-1
34,2,198.00,318.00,41.00,175.00,1.00,-1,-1,-1
34,4,234.00,329.00,29.00,167.00,1.00,-1,-1,-1
34,5,408.00,377.00,51.00,152.00,1.00,-1,-1,-1
35,1,279.00,344.00,143.00,228.00,1.00,-1,-1,-1
35,3,475.00,341.00,129.00,233.00,1.00,-1,-1,-1
35,2,198.00,318.00,41.00,175.00,1.00,-1,-1,-1
35,4,234.00,329.00,29.00,167.00,1.00,-1,-1,-1
35,5,406.00,378.00,53.00,152.00,1.00,-1,-1,-1
36,3,472.00,340.00,137.00,234.00,1.00,-1,-1,-1
36,1,277.00,343.00,146.00,229.00,1.00,-1,-1,-1
36,2,198.00,319.00,41.00,174.00,1.00,-1,-1,-1
36,5,405.00,381.00,58.00,151.00,1.00,-1,-1,-1
36,4,234.00,330.00,29.00,167.00,1.00,-1,-1,-1
37,3,464.00,339.00,151.00,235.00,1.00,-1,-1,-1
37,1,274.00,344.00,148.00,229.00,1.00,-1,-1,-1
37,2,198.00,319.00,42.00,174.00,1.00,-1,-1,-1
37,5,402.00,382.00,60.00,153.00,1.00,-1,-1,-1
37,4,234.00,330.00,29.00,166.00,1.00,-1,-1,-1
38,3,476.00,341.00,146.00,233.00,1.00,-1,-1,-1
38,1,270.00,345.00,156.00,227.00,1.00,-1,-1,-1
38,2,198.00,319.00,42.00,174.00,1.00,-1,-1,-1
38,5,405.00,382.00,56.00,150.00,1.00,-1,-1,-1
38,4,235.00,330.00,28.00,166.00,1.00,-1,-1,-1
39,1,272.00,345.00,156.00,227.00,1.00,-1,-1,-1
39,3,471.00,341.00,157.00,233.00,1.00,-1,-1,-1
39,2,199.00,319.00,41.00,174.00,1.00,-1,-1,-1
39,5,408.00,382.00,53.00,150.00,1.00,-1,-1,-1
39,4,235.00,330.00,28.00,166.00,1.00,-1,-1,-1
40,1,275.00,345.00,150.00,227.00,1.00,-1,-1,-1
40,3,474.00,344.00,159.00,230.00,1.00,-1,-1,-1
40,2,199.00,320.00,41.00,174.00,1.00,-1,-1,-1
40,5,407.00,381.00,55.00,153.00,1.00,-1,-1,-1
40,4,235.00,331.00,29.00,166.00,1.00,-1,-1,-1
41,1,272.00,345.00,156.00,228.00,1.00,-1,-1,-1
41,3,477.00,348.00,161.00,226.00,1.00,-1,-1,-1
41,2,199.00,320.00,42.00,174.00,1.00,-1,-1,-1
41,5,408.00,382.00,51.00,151.00,1.00,-1,-1,-1
41,4,234.00,331.00,29.00,162.00,1.00,-1,-1,-1
42,1,271.00,344.00,157.00,229.00,1.00,-1,-1,-1
42,3,480.00,349.00,158.00,225.00,1.00,-1,-1,-1
42,2,199.00,320.00,42.00,174.00,1.00,-1,-1,-1
42,5,407.00,382.00,50.00,154.00,1.00,-1,-1,-1
42,6,0.00,410.00,148.00,162.00,1.00,-1,-1,-1
42,4,234.00,331.00,28.00,162.00,1.00,-1,-1,-1
43,3,486.00,352.00,153.00,222.00,1.00,-1,-1,-1
43,1,288.00,345.00,140.00,228.00,1.00,-1,-1,-1
43,2,199.00,320.00,43.00,175.00,1.00,-1,-1,-1
43,6,0.00,411.00,148.00,162.00,1.00,-1,-1,-1
43,4,235.00,331.00,28.00,162.00,1.00,-1,-1,-1
44,3,490.00,355.00,161.00,219.00,1.00,-1,-1,-1
44,1,296.00,344.00,138.00,229.00,1.00,-1,-1,-1
44,2,199.00,320.00,43.00,176.00,1.00,-1,-1,-1
44,6,0.00,411.00,148.00,162.00,1.00,-1,-1,-1
45,1,302.00,344.00,139.00,230.00,1.00,-1,-1,-1
45,3,504.00,355.00,150.00,219.00,1.00,-1,-1,-1
45,2,199.00,321.00,43.00,175.00,1.00,-1,-1,-1
45,6,0.00,414.00,146.00,160.00,1.00,-1,-1,-1
46,1,306.00,343.00,135.00,230.00,1.00,-1,-1,-1
46,3,516.00,355.00,149.00,219.00,1.00,-1,-1,-1
46,2,199.00,321.00,43.00,175.00,1.00,-1,-1,-1
46,6,0.00,413.00,147.00,160.00,1.00,-1,-1,-1
47,1,308.00,345.00,133.00,227.00,1.00,-1,-1,-1
47,3,519.00,354.00,148.00,219.00,1.00,-1,-1,-1
47,6,0.00,414.00,145.00,160.00,1.00,-1,-1,-1
47,2,199.00,321.00,44.00,176.00,1.00,-1,-1,-1
48,1,310.00,346.00,132.00,227.00,1.00,-1,-1,-1
48,6,0.00,414.00,146.00,160.00,1.00,-1,-1,-1
48,2,199.00,322.00,42.00,175.00,1.00,-1,-1,-1
49,1,314.00,346.00,127.00,226.00,1.00,-1,-1,-1
49,6,0.00,415.00,145.00,159.00,1.00,-1,-1,-1
49,2,199.00,322.00,43.00,176.00,1.00,-1,-1,-1
49,3,498.00,357.00,180.00,216.00,1.00,-1,-1,-1
50,1,319.00,348.00,124.00,225.00,1.00,-1,-1,-1
50,3,557.00,350.00,130.00,223.00,1.00,-1,-1,-1
50,2,199.00,323.00,43.00,175.00,1.00,-1,-1,-1
50,6,0.00,415.00,146.00,158.00,1.00,-1,-1,-1
51,1,324.00,349.00,121.00,224.00,1.00,-1,-1,-1
51,3,559.00,350.00,130.00,224.00,1.00,-1,-1,-1
51,2,199.00,323.00,43.00,176.00,1.00,-1,-1,-1
51,6,0.00,415.00,146.00,158.00,1.00,-1,-1,-1
52,1,330.00,348.00,118.00,225.00,1.00,-1,-1,-1
52,2,199.00,323.00,42.00,176.00,1.00,-1,-1,-1
52,3,568.00,350.00,122.00,224.00,1.00,-1,-1,-1
52,6,0.00,415.00,147.00,158.00,1.00,-1,-1,-1
53,3,576.00,349.00,125.00,224.00,1.00,-1,-1,-1
53,2,199.00,323.00,41.00,177.00,1.00,-1,-1,-1
53,1,330.00,348.00,131.00,225.00,1.00,-1,-1,-1
53,6,0.00,415.00,146.00,158.00,1.00,-1,-1,-1
54,1,334.00,344.00,138.00,228.00,1.00,-1,-1,-1
54,2,199.00,324.00,41.00,176.00,1.00,-1,-1,-1
54,3,585.00,352.00,121.00,221.00,1.00,-1,-1,-1
54,6,0.00,415.00,146.00,158.00,1.00,-1,-1,-1
